Time [s]	ENG_Speed rpm	CHA_Speed kph	DRV_Pedal_Pos %	CHA_Acc_Long g	DRV_Brk_Pressure_F bar	GBX_Position -	CHA_Acc_Lat g	DRV_Steer_Angle DEG	CHA_Yaw_Rate DEG/s	TRK_Distance m	WHL_Speed_FL kph	WHL_Speed_FR kph	WHL_Speed_RL kph	WHL_Speed_RR kph	SUS_Load_PushRod_FL N	SUS_Load_PushRod_FR N	SUS_Load_PushRod_RL N	SUS_Load_PushRod_RR N	DRV_Brk_Pressure_R bar	ENG_Torque_Meas Nm	Time s	CHA_Handling g	SUS_Spring_Travel_FL mm	SUS_Spring_Travel_FR mm	SUS_Spring_Travel_RL mm	SUS_Spring_Travel_RR mm	AER_Balance_Meas %	CHA_RideHeight_FL mm	CHA_RideHeight_FR mm	CHA_RideHeight_RL mm	CHA_RideHeight_RR mm
0.79	10831.168437	129.679437	100.000000	0.418907	0.000000	2.000000	-0.263760	-6.737336	-4.422358	27.145655	129.777099	129.343521	132.260453	132.265412	3952.106218	3187.442045	5962.968424	5038.266991	0.000000	0.000000	0.790000	-0.249529	1.648789	-0.428817	1.424938	-1.356941	34.996110	24.280942	25.776367	49.307063	50.827371
0.80	10843.016406	129.827020	100.000000	0.417847	0.000000	2.000000	-0.270311	-6.856687	-4.518279	27.506574	129.928990	129.485454	132.407753	132.413027	3965.814368	3186.713126	5964.740310	5015.205539	0.000000	0.000000	0.800000	-0.252456	1.694301	-0.464741	1.476461	-1.403929	34.986892	24.263147	25.804366	49.292991	50.861793
0.81	10854.951167	129.974235	100.000000	0.416881	0.000000	2.000000	-0.276784	-6.976848	-4.609549	27.867903	130.080195	129.627301	132.554851	132.560432	3976.810646	3161.632919	5971.465032	4997.541807	0.000000	0.000000	0.810000	-0.255573	1.737752	-0.497458	1.523229	-1.453948	34.976788	24.249526	25.834636	49.281862	50.897894
0.82	10866.967979	130.121120	100.000000	0.415953	0.000000	2.000000	-0.283711	-7.110327	-4.695673	28.229639	130.230754	129.769061	132.700564	132.706503	3985.322114	3150.848696	5976.881257	4980.879767	0.000000	0.000000	0.820000	-0.259296	1.777908	-0.532826	1.551737	-1.503926	34.965533	24.240628	25.867607	49.272663	50.934367
0.83	10879.043317	130.267644	100.000000	0.414924	0.000000	2.000000	-0.290525	-7.253803	-4.780771	28.591784	130.380592	129.910404	132.846170	132.852462	3992.769547	3149.793778	5999.466750	4966.175156	0.000000	0.000000	0.830000	-0.264018	1.814476	-0.571124	1.577728	-1.553481	34.954067	24.234227	25.901256	49.265452	50.970495
0.84	10891.149322	130.413802	100.000000	0.413962	0.000000	2.000000	-0.296831	-7.391250	-4.866948	28.954334	130.530052	130.051303	132.992422	132.999032	4000.857218	3132.860565	6013.603594	4952.566241	0.000000	0.000000	0.840000	-0.268862	1.848433	-0.606591	1.608815	-1.602476	34.943237	24.228044	25.933728	49.260194	51.006107
0.85	10903.261500	130.559614	100.000000	0.412966	0.000000	2.000000	-0.302972	-7.534574	-4.954275	29.317290	130.679192	130.191787	133.139341	133.146255	4009.723751	3115.523346	6024.212781	4940.415351	0.000000	0.000000	0.850000	-0.274416	1.880865	-0.638533	1.639955	-1.650774	34.933255	24.221162	25.964314	49.256149	51.041098
0.86	10915.364300	130.705087	100.000000	0.412148	0.000000	2.000000	-0.308773	-7.669776	-5.043947	29.680650	130.828052	130.331767	133.287112	133.294310	4019.319816	3121.667346	6033.327135	4904.941760	0.000000	0.000000	0.860000	-0.279717	1.912528	-0.668303	1.671014	-1.701181	34.924174	24.212957	25.992603	49.252269	51.075171
0.87	10927.448285	130.850246	100.000000	0.411216	0.000000	2.000000	-0.314817	-7.805232	-5.133760	30.044413	130.976715	130.471459	133.435137	133.442672	4029.817997	3105.222099	6042.624849	4930.241941	0.000000	0.000000	0.870000	-0.284782	1.944096	-0.696367	1.701992	-1.741350	34.916067	24.202658	26.018041	49.247019	51.107502
0.88	10939.510659	130.995069	100.000000	0.410286	0.000000	2.000000	-0.321004	-7.944224	-5.224163	30.408580	131.125077	130.610822	133.584213	133.592134	4040.840494	3103.193082	6052.926729	4901.216738	0.000000	0.000000	0.880000	-0.290003	1.976039	-0.723386	1.733050	-1.773415	34.908531	24.190894	26.041327	49.238892	51.136552
0.89	10951.558728	131.139598	100.000000	0.409605	0.000000	2.000000	-0.327161	-8.090809	-5.315868	30.773148	131.273173	130.749872	133.732764	133.741032	4051.357927	3080.660253	6064.711856	4876.873508	0.000000	0.000000	0.890000	-0.295919	2.008159	-0.752056	1.764492	-1.809800	34.900838	24.179243	26.064020	49.226533	51.160506
0.90	10963.592413	131.283873	100.000000	0.408832	0.000000	2.000000	-0.333552	-8.253927	-5.410916	31.138117	131.421040	130.888468	133.879358	133.887939	4061.412316	3066.395471	6079.426367	4884.216731	0.000000	0.000000	0.900000	-0.302970	2.040029	-0.779988	1.796869	-1.847673	34.892778	24.167656	26.086511	49.208838	51.178588
0.91	10975.600345	131.427807	100.000000	0.407772	0.000000	2.000000	-0.340188	-8.442042	-5.512762	31.503486	131.568613	131.026260	134.026793	134.035696	4072.547319	3078.453655	6073.587105	4862.485683	0.000000	0.000000	0.910000	-0.311849	2.072054	-0.805465	1.840117	-1.877593	34.884783	24.154249	26.107844	49.185275	51.191221
0.92	10987.584669	131.571367	100.000000	0.406810	0.000000	2.000000	-0.347310	-8.656506	-5.626434	31.869255	131.716126	131.163039	134.175828	134.185050	4085.690349	3063.501513	6114.979178	4863.233908	0.000000	0.000000	0.920000	-0.322392	2.105354	-0.831541	1.898344	-1.901188	34.876720	24.138314	26.128407	49.155071	51.198775
0.93	10999.559767	131.714606	100.000000	0.405919	0.000000	2.000000	-0.355473	-8.900426	-5.753818	32.235421	131.863810	131.298690	134.324066	134.333671	4100.363633	3044.881874	6120.685723	4877.440441	0.000000	0.000000	0.930000	-0.334230	2.140738	-0.858184	1.951986	-1.922930	34.867584	24.120930	26.150637	49.116932	51.201346
0.94	11011.536665	131.857504	100.000000	0.405006	0.000000	2.000000	-0.364426	-9.169627	-5.895864	32.601985	132.011620	131.433068	134.471482	134.481508	4116.974783	3039.466122	6138.159518	4851.354148	0.000000	0.000000	0.940000	-0.347305	2.178918	-0.889272	2.006741	-1.946227	34.857122	24.101767	26.175345	49.070388	51.199388
0.95	11023.518627	132.000055	100.000000	0.404005	0.000000	2.000000	-0.373810	-9.445292	-6.051641	32.968945	132.159651	131.566222	134.617955	134.628432	4136.133459	3022.410383	6155.723139	4856.532209	0.000000	0.000000	0.950000	-0.360467	2.220894	-0.925272	2.069605	-1.970122	34.845632	24.079671	26.202168	49.016151	51.194300
0.96	11035.498242	132.142210	100.000000	0.402830	0.000000	2.000000	-0.383411	-9.730676	-6.219578	33.336301	132.307820	131.698227	134.765003	134.775943	4158.035614	3010.120198	6182.055272	4858.710210	0.000000	0.000000	0.960000	-0.374233	2.267808	-0.962752	2.149345	-1.994126	34.833382	24.053950	26.230618	48.955002	51.187411
0.97	11047.476038	132.283952	100.000000	0.401796	0.000000	2.000000	-0.393235	-10.018422	-6.398435	33.704050	132.456059	131.829139	134.913059	134.924465	4181.803033	3000.177454	6229.326445	4830.975452	0.000000	0.000000	0.970000	-0.387982	2.320230	-1.004249	2.241700	-2.023258	34.820053	24.025610	26.261432	48.887641	51.179881
0.98	11059.458400	132.425316	100.000000	0.400759	0.000000	2.000000	-0.404087	-10.326328	-6.586412	34.072192	132.604246	131.959082	135.060633	135.072590	4206.198731	2985.158977	6256.782879	4811.551233	0.000000	0.000000	0.980000	-0.402288	2.377713	-1.055345	2.334594	-2.053420	34.804404	23.996082	26.295794	48.814628	51.172518
0.99	11071.446656	132.566289	100.000000	0.399694	0.000000	2.000000	-0.415647	-10.655442	-6.783428	34.440727	132.752225	132.087887	135.207642	135.220206	4231.147780	2967.175020	6289.228785	4787.982201	0.000000	0.000000	0.990000	-0.417607	2.439551	-1.106707	2.428855	-2.089691	34.783847	23.966004	26.334362	48.736906	51.165861
1.00	11083.436909	132.706855	100.000000	0.398525	0.000000	2.000000	-0.428245	-11.032129	-6.991757	34.809652	132.899848	132.215375	135.354318	135.367498	4256.890381	2950.745924	6319.520397	4770.858288	0.000000	0.000000	1.000000	-0.435768	2.505288	-1.159832	2.531305	-2.132392	34.762073	23.934872	26.376321	48.656588	51.161338
1.01	11095.424255	132.846960	100.000000	0.397233	0.000000	2.000000	-0.441877	-11.442458	-7.218745	35.178966	133.047252	132.341129	135.501616	135.515479	4284.004309	2936.441918	6354.850678	4769.942322	0.000000	0.000000	1.010000	-0.455621	2.574902	-1.221065	2.638644	-2.176371	34.739784	23.901872	26.421027	48.575859	51.160956
1.02	11107.410913	132.986581	100.000000	0.395994	0.000000	2.000000	-0.455762	-11.846676	-7.461649	35.548669	133.194916	132.465355	135.649718	135.664339	4313.005259	2909.371539	6390.230965	4746.534783	0.000000	0.000000	1.020000	-0.474738	2.648854	-1.284901	2.746756	-2.225249	34.717002	23.867129	26.469087	48.495760	51.165802
1.03	11119.403934	133.125753	100.000000	0.394746	0.000000	2.000000	-0.469749	-12.242923	-7.712875	35.918759	133.342713	132.588520	135.797390	135.812777	4343.049703	2894.529671	6426.751000	4727.911160	0.000000	0.000000	1.030000	-0.493134	2.727206	-1.349807	2.856235	-2.284828	34.693695	23.831560	26.520766	48.417289	51.176615
1.04	11131.407172	133.264433	100.000000	0.393408	0.000000	2.000000	-0.484129	-12.643622	-7.969302	36.289234	133.490190	132.710729	135.945761	135.962001	4373.275757	2871.430016	6463.248140	4710.727415	0.000000	0.000000	1.040000	-0.511519	2.809203	-1.417822	2.967113	-2.346510	34.670232	23.795593	26.575160	48.341571	51.193927
1.05	11143.429272	133.402610	100.000000	0.392058	0.000000	2.000000	-0.499142	-13.068800	-8.232532	36.660093	133.637057	132.831840	136.094661	136.111774	4402.791616	2846.239585	6498.583095	4693.499822	0.000000	0.000000	1.050000	-0.531298	2.893595	-1.491915	3.078619	-2.416138	34.646685	23.760314	26.632202	48.269798	51.217869
1.06	11155.480557	133.540273	100.000000	0.390715	0.000000	2.000000	-0.514369	-13.502281	-8.502131	37.031335	133.783583	132.951944	136.243767	136.261770	4431.620077	2817.240539	6532.624972	4654.570093	0.000000	0.000000	1.060000	-0.551590	2.979130	-1.571981	3.189863	-2.493685	34.622903	23.726448	26.692290	48.202263	51.248093
1.07	11167.568186	133.677416	100.000000	0.389269	0.000000	2.000000	-0.530388	-13.984284	-8.781669	37.402958	133.929440	133.070631	136.392573	136.411438	4459.890010	2784.222206	6566.076216	4624.261229	0.000000	0.000000	1.070000	-0.575106	3.065017	-1.648370	3.300327	-2.583045	34.598655	23.694314	26.755938	48.138691	51.284320
1.08	11179.694614	133.813966	100.000000	0.387651	0.000000	2.000000	-0.547448	-14.507522	-9.076552	37.774961	134.074694	133.187448	136.542341	136.562169	4488.832057	2769.951962	6599.400437	4592.120908	0.000000	0.000000	1.080000	-0.600967	3.151308	-1.723498	3.410083	-2.671746	34.574224	23.662619	26.822619	48.078804	51.326928
1.09	11191.866844	133.949885	100.000000	0.385958	0.000000	2.000000	-0.565483	-15.066637	-9.388278	38.147342	134.219709	133.302479	136.693282	136.714174	4519.233008	2735.598256	6632.339626	4557.524572	0.000000	0.000000	1.090000	-0.628803	3.238961	-1.808386	3.519017	-2.761313	34.549509	23.630933	26.892750	48.022243	51.376050
1.10	11204.096877	134.085137	100.000000	0.384167	0.000000	2.000000	-0.584707	-15.670544	-9.721932	38.520098	134.364375	133.415308	136.845127	136.867186	4550.896533	2691.389080	6665.994927	4568.040595	0.000000	0.000000	1.100000	-0.659129	3.328722	-1.899606	3.627417	-2.852277	34.523685	23.599698	26.967897	47.967000	51.430211
1.11	11215.878517	134.219737	97.817494	0.382517	0.000000	2.000000	-0.604508	-16.301112	-10.075054	38.893229	134.509095	133.526119	136.996175	137.019380	4583.750124	2663.809197	6701.988862	4494.396455	0.000000	0.000000	1.110000	-0.691114	3.421079	-1.997297	3.736433	-2.959905	34.495535	23.570242	27.050501	47.910980	51.488159
1.12	11218.906922	134.353585	93.003488	0.379891	0.000000	2.000000	-0.625379	-16.973758	-10.448208	39.266732	134.653369	133.634539	137.141060	137.165444	4617.834301	2639.869393	6742.867865	4450.082713	0.000000	0.000000	1.120000	-0.725504	3.516229	-2.094986	3.848226	-3.077084	34.464778	23.541785	27.140728	47.852274	51.549597
1.13	11211.259137	134.485994	88.018568	0.374283	0.000000	2.000000	-0.647023	-17.659145	-10.838106	39.640603	134.796800	133.740320	137.268848	137.294538	4654.869437	2600.870453	6792.870310	4451.761465	0.000000	0.000000	1.130000	-0.760178	3.615442	-2.195799	3.966650	-3.193091	34.432320	23.511619	27.236568	47.790695	51.615762
1.14	11194.997087	134.615608	82.881756	0.363983	0.000000	2.000000	-0.669504	-18.368424	-11.239052	40.014835	134.937987	133.842806	137.368160	137.395235	4695.864497	2561.920606	6854.798611	4409.617100	0.000000	0.000000	1.140000	-0.795983	3.720793	-2.301212	4.096587	-3.307853	34.400132	23.476105	27.333812	47.727835	51.688144
1.15	11172.713937	134.740575	77.625474	0.348023	0.000000	2.000000	-0.693642	-19.100225	-11.652645	40.389413	135.075011	133.940571	137.429367	137.457881	4741.181661	2514.240883	6927.649919	4388.773296	0.000000	0.000000	1.150000	-0.831888	3.834274	-2.425761	4.241896	-3.416301	34.370811	23.430840	27.427054	47.666185	51.768052
1.16	11147.296688	134.858752	72.258352	0.325646	0.000000	2.000000	-0.718633	-19.857867	-12.078487	40.764321	135.206181	134.031933	137.447288	137.477249	4792.200913	2479.044370	7011.048292	4316.928723	0.000000	0.000000	1.160000	-0.869030	3.958335	-2.552115	4.404695	-3.521077	34.346337	23.371449	27.511937	47.606182	51.855004
1.17	11121.416251	134.967906	66.834300	0.297350	0.000000	2.000000	-0.744228	-20.645417	-12.518851	41.139532	135.328924	134.114351	137.423201	137.454587	4849.683252	2438.435710	7104.211267	4324.563692	0.000000	0.000000	1.170000	-0.907987	4.095821	-2.665725	4.586876	-3.621489	34.328479	23.293841	27.583971	47.547066	51.947253
1.18	11097.444196	135.066150	61.340384	0.264252	0.000000	2.000000	-0.771014	-21.439035	-12.973921	41.515015	135.441710	134.186097	137.357281	137.390004	4913.693827	2426.617387	7203.208227	4269.856542	0.000000	0.000000	1.180000	-0.946104	4.249158	-2.763855	4.788481	-3.714960	34.319046	23.194250	27.637919	47.487555	52.042167
1.19	11077.052929	135.151893	55.839946	0.227339	0.000000	2.000000	-0.797813	-22.232059	-13.443265	41.890738	135.542946	134.245876	137.255607	137.289519	4983.907322	2389.093220	7307.350323	4233.620701	0.000000	0.000000	1.190000	-0.984078	4.419918	-2.862626	5.008770	-3.805622	34.319173	23.070181	27.669715	47.425487	52.136577
1.20	11061.273664	135.224074	50.304104	0.188293	0.000000	2.000000	-0.824499	-23.012627	-13.926756	42.266661	135.631505	134.292386	137.125347	137.160264	5057.061144	2345.539807	7414.604644	4205.044393	0.000000	0.000000	1.200000	-1.021030	4.607043	-2.956011	5.246641	-3.895158	34.328945	22.920050	27.677235	47.356406	52.225695
1.21	11050.345099	135.282193	44.786066	0.148621	0.000000	2.000000	-0.851217	-23.775079	-14.422858	42.642745	135.706939	134.324906	136.973859	137.009617	5136.586686	2332.160696	7524.464619	4198.143234	0.000000	0.000000	1.210000	-1.056306	4.810245	-3.025148	5.500744	-3.982515	34.347557	22.743200	27.660094	47.274267	52.304102
1.22	11043.869423	135.326260	39.256054	0.109697	0.000000	2.000000	-0.877958	-24.511381	-14.927822	43.018952	135.768917	134.343357	136.808910	136.845359	5222.582322	2330.252757	7637.149486	4189.551156	0.000000	0.000000	1.220000	-1.089228	5.031627	-3.074335	5.770073	-4.068068	34.373614	22.540994	27.619189	47.173613	52.367025
1.23	11040.879340	135.356700	33.740828	0.072478	0.000000	2.000000	-0.905279	-25.223859	-15.439167	43.395244	135.817640	134.348165	136.638151	136.675268	5312.779673	2298.433404	7752.137355	4160.908544	0.000000	0.000000	1.230000	-1.119376	5.270474	-3.123131	6.053622	-4.138663	34.403531	22.316091	27.556653	47.049689	52.410057
1.24	11040.050774	135.374222	28.219963	0.037743	0.000000	2.000000	-0.933990	-25.964024	-15.957332	43.771584	135.853413	134.339685	136.468472	136.506377	5405.674545	2296.351866	7869.772131	4135.871366	0.000000	0.000000	1.240000	-1.150155	5.524397	-3.172749	6.350524	-4.180647	34.433098	22.074053	27.478401	46.896568	52.426778
1.25	11039.880435	135.379818	22.696520	0.006393	0.000000	2.000000	-0.964580	-26.783570	-16.490793	44.147940	135.876215	134.317549	136.319187	136.320566	5498.554340	2285.080098	7990.727293	4153.394797	0.000000	0.000000	1.250000	-1.185343	5.789224	-3.215262	6.660521	-4.220302	34.459855	21.824051	27.394666	46.708681	52.410776
1.26	11038.828632	135.374864	17.152719	-0.021094	0.000000	2.000000	-0.995811	-27.496621	-17.072465	44.524282	135.889975	134.282498	136.259600	136.026269	5590.413877	2257.203645	8083.185020	4129.953795	0.000000	0.000000	1.260000	-1.210797	6.059898	-3.252055	6.974374	-4.250664	34.480373	21.572212	27.313800	46.482494	52.360420
1.27	11035.395579	135.360293	11.582878	-0.046713	0.000000	2.000000	-1.027526	-28.094241	-17.689643	44.900584	135.898840	134.237660	136.214870	135.705755	5682.490436	2240.921825	8178.901825	4114.570408	0.000000	0.000000	1.270000	-1.225944	6.334160	-3.294522	7.284362	-4.260977	34.493337	21.322724	27.239805	46.219304	52.279074
1.28	11028.335210	135.336745	5.983607	-0.070576	0.000000	2.000000	-1.060254	-28.653816	-18.319726	45.276820	135.899640	134.183133	136.167114	135.389035	5772.494824	2229.768415	8291.892972	4207.047132	0.000000	0.000000	1.280000	-1.236653	6.609352	-3.355776	7.599354	-4.260119	34.487940	21.077656	27.172236	45.926773	52.173860
1.29	11016.828512	135.304749	0.353430	-0.093187	0.000000	2.000000	-1.093155	-29.172723	-18.946511	45.652967	135.890738	134.119577	136.113795	135.075385	5860.656733	2198.630272	8413.934603	4317.276491	0.000000	0.000000	1.290000	-1.243611	6.882779	-3.425959	7.924416	-4.247081	34.465950	20.836173	27.108954	45.615491	52.054181
1.30	10994.617041	135.258819	0.000000	-0.169111	4.868154	2.000000	-1.119507	-29.687167	-19.530344	46.028987	135.580963	133.613838	135.908145	134.602158	5941.951322	2180.243723	8657.029524	4332.589825	4.317042	0.000000	1.300000	-1.257031	7.151348	-3.492620	8.287182	-4.232011	34.443664	20.594605	27.044620	45.298780	51.931076
1.31	10919.736142	135.174274	0.000000	-0.298105	10.324037	2.000000	-1.136077	-30.267684	-20.032660	46.404771	135.049362	132.496064	135.478764	133.931410	6013.330692	2164.207096	9130.863254	4466.771768	9.155278	0.000000	1.310000	-1.285850	7.401560	-3.566158	8.811824	-4.139729	34.442902	20.311557	26.930890	45.010836	51.832698
1.32	10783.845423	135.038745	0.000000	-0.444502	15.779919	2.000000	-1.133502	-31.034567	-20.405400	46.780179	134.461049	131.152838	134.558204	133.547723	6119.902154	2146.906192	10082.947901	4422.878964	13.993513	0.000000	1.320000	-1.350082	7.662992	-3.637100	9.712002	-3.979027	34.489119	19.938143	26.707571	44.784160	51.776376
1.33	10656.885636	134.851522	0.000000	-0.597004	19.588278	2.000000	-1.121764	-31.765874	-21.024187	47.155066	133.884127	129.723994	133.615562	132.650595	6246.057812	2263.147635	10309.475723	5027.780352	17.370737	0.000000	1.330000	-1.420426	7.964964	-3.645998	10.822447	-3.696763	34.578238	19.476997	26.376438	44.599369	51.743323
1.34	10557.833786	134.619721	0.000000	-0.688153	19.802669	2.000000	-1.114369	-32.478522	-21.863204	47.529309	133.647069	128.909924	132.418390	132.127185	6388.267247	2308.371579	10765.800910	5098.590728	17.560858	0.000000	1.340000	-1.483699	8.306945	-3.648404	11.956447	-3.314509	34.682163	18.968772	25.992021	44.395616	51.689490
1.35	10489.366181	134.360676	0.000000	-0.753107	19.881040	2.000000	-1.112337	-33.115074	-22.954322	47.902832	133.449326	128.466402	131.356768	131.374554	6530.754707	2286.761858	11128.419268	5138.292783	17.630356	0.000000	1.350000	-1.534265	8.688798	-3.633699	13.155820	-2.998364	34.751652	18.494334	25.656488	44.073387	51.529276
1.36	10450.272416	134.079603	0.000000	-0.811887	19.855066	2.000000	-1.121221	-33.601081	-24.267833	48.275573	133.252523	128.108000	130.391682	130.405037	6635.388921	2335.180821	11264.218542	5480.632053	17.607323	0.000000	1.360000	-1.559795	9.062415	-3.607013	14.192761	-2.592952	34.738761	18.130923	25.469414	43.532926	51.187966
